id,name,type,url,author_org_or_steward,category_or_domain,themes_tags,source_origin,source_detail,source_signal_count,expansion_status,review_status,public_use_status,suggested_toolkit_route,notes
E00002,Nothing Makes Sense: AI & Information Ecology,Article,https://paragraph.com/@holonic-horizons/nothing-makes-sense-ai-and-information-ecology,Holonic Horizons,"AI, Collective Intelligence & Coordination",information ecology,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00005,Vitalik — Secure LLMs,Essay,https://vitalik.eth.limo/general/2026/04/02/secure_llms.html,Vitalik Buterin,"AI, Collective Intelligence & Coordination",AI security,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00009,Kami of the Commons,Paper,https://arxiv.org/abs/2602.14940,Unknown / arXiv,"AI, Collective Intelligence & Coordination",AI stewards,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00059,X Article lead - 2005590516369608704,Article / social longform,http://x.com/i/article/2005590516369608704,,"AI, Collective Intelligence & Sensemaking","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @SuhailKakar: https://t.co/TpoSxwCVKk
E00060,X Article lead - 2008156367496908800,Article / social longform,http://x.com/i/article/2008156367496908800,,"AI, Collective Intelligence & Sensemaking","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @ashebytes: https://t.co/yY7bQaIe6C
E00061,X Article lead - 2013008223658221568,Article / social longform,http://x.com/i/article/2013008223658221568,,"AI, Collective Intelligence & Sensemaking","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @saintniko: https://t.co/A5W8QRL8Si
E00062,X Article lead - 2021999683716231170,Article / social longform,http://x.com/i/article/2021999683716231170,,"AI, Collective Intelligence & Sensemaking","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @simile_ai: https://t.co/eKKz1ewGex
E00066,Raw URL lead - donellameadows.org,Book / publication,https://donellameadows.org/systems-thinking-book-sale/,,"AI, Collective Intelligence & Sensemaking","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00110,Del Nodo Aislado al Micelio,Article,https://netxstate.substack.com/p/del-nodo-aislado-al-micelio,NetX State,"Civic Tech, Localism & Network States","micelium, localism",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00116,Greenpill Books,Book/resource library,https://greenpill.network/books,Greenpill,"Community Building, Events & Networks","books, greenpill, public goods",AI-expanded / project-context lead,Creative expansion from project context and social-signal clusters,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
E00142,X Article lead - 2013342181013229568,Article / social longform,http://x.com/i/article/2013342181013229568,,"Community Building, Events & Networks","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @greenpilldevs: https://t.co/hekksTUazZ
E00148,Beyond Funding: Web3's Real Coordination Crisis and the Paradoxes We're Ignoring,Article,https://paragraph.com/@holonic-horizons/beyond-funding-web3s-real-coordination-crisis-and-the-paradoxes-were-ignoring,Holonic Horizons,Coordination & Governance,"coordination, paradox, public goods",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00149,Coordination is Hard,Essay,https://vitalik.ca/general/2021/03/23/coordination.html,Vitalik Buterin,Coordination & Governance,"coordination, public goods, Ethereum",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00150,Governance Beyond Game Theory,Article,https://paragraph.com/@holonic-horizons/governance-beyond-game-theory,Holonic Horizons,Coordination & Governance,"aggregation, mechanism, structure, institutions",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00151,Governing the Commons,Book,https://www.cambridge.org/core/books/governing-the-commons/7AB7AE11BADA84409C34815CC288CD79,Elinor Ostrom,Coordination & Governance,"commons, governance, institutions",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00155,Plurality,Book / movement,https://www.plurality.net/,"Glen Weyl, Audrey Tang, et al.",Coordination & Governance,"plurality, civic tech, democracy",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00156,Radical Markets,Book,https://press.princeton.edu/books/hardcover/9780691177502/radical-markets,Glen Weyl & Eric Posner,Coordination & Governance,"mechanism design, quadratic voting",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00158,"The Social Architecture Series, Part 1: The Foundations Of Sustainable Organizations",Article,https://paragraph.com/@holonic-horizons/social-architecture-series-part1-the-foundations-of-sustainable-organizations-four-batteries,Holonic Horizons,Coordination & Governance,"four batteries, burnout, hidden factories",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00159,Understanding Institutional Diversity,Book,https://press.princeton.edu/books/paperback/9780691122380/understanding-institutional-diversity,Elinor Ostrom,Coordination & Governance,"institutions, polycentric governance",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00160,What Lives Beneath the Mechanism,Article,https://paragraph.com/@holonic-horizons/what-lives-beneath-the-mechanism-the-social-architecture-of-governance,Holonic Horizons,Coordination & Governance,"social architecture, governance",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00161,Why Your DAO's Real Problem Isn't Low Voter Turnout,Article,https://paragraph.com/@holonic-horizons/why-your-daos-real-problem-isnt-low-voter-turnout,Holonic Horizons,Coordination & Governance,"roles, Hats Protocol, governance",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00164,"Exit, Voice, and Loyalty",Book,https://www.hup.harvard.edu/books/9780674276604,Albert Hirschman,Coordination & Governance,"feedback, institutional repair",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00167,Protocolized,Book,https://www.hup.harvard.edu/books/9780674259393,Primavera De Filippi,Coordination & Governance,"protocols, law, governance",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00168,Reinventing Organizations,Book,https://reinventingorganizations.com/,Frederic Laloux,Coordination & Governance,"self-management, teal",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00170,The Hidden Architecture of Human Systems: How Complexity Organizes Itself Through Tensegrity,Article,https://paragraph.com/@holonic-horizons/the-hidden-architecture-of-human-systems-how-complexity-organizes-itself-through-tensegrity,Holonic Horizons,Coordination & Governance,"tensegrity, social architecture",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00171,The Stallman Paradox: How Web3 Became the Ultimate Open Source Theater,Article,https://paragraph.com/@holonic-horizons/the-stallman-paradox-how-web3-became-the-ultimate-open-source-theater,Holonic Horizons,Coordination & Governance,"open source, extraction",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00208,URL lead - bookpower-website.netlify.app,Book / publication,https://bookpower-website.netlify.app/,,Coordination & Governance,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @durgadasjii: https://t.co/YUbnsJdL0d This is a really cool idea
E00243,URL lead - plurality.net,Book / publication,https://plurality.net/ja/,,Coordination & Governance,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted URL lead from Twitter archive. Context: RT @plurality_book: 【全文公開】 オープンソースの精神にのっとり、PLURALITYの日本語版を以下にて全文公開しています 

https://t.co/dKyrJgil7k

本書の考え方が広く認知され、さまざまな議論が交わされることで、さらに発展していく…"
E00252,X Article lead - 2011034149897871360,Article / social longform,http://x.com/i/article/2011034149897871360,,Coordination & Governance,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Obol_Collective: https://t.co/0q85rsKtw4
E00253,X Article lead - 2016836362377252864,Article / social longform,http://x.com/i/article/2016836362377252864,,Coordination & Governance,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Obol_Collective: https://t.co/nZ2du1Robs
E00254,X Article lead - 2026256162866221056,Article / social longform,http://x.com/i/article/2026256162866221056,,Coordination & Governance,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Obol_Collective: https://t.co/ms72jrnOLZ
E00255,X Article lead - 2027286970167152640,Article / social longform,http://x.com/i/article/2027286970167152640,,Coordination & Governance,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @MesoReefDAO: https://t.co/2iK6DrKDAO
E00256,X Article lead - 2028878598048727040,Article / social longform,http://x.com/i/article/2028878598048727040,,Coordination & Governance,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @KlimaDAO: https://t.co/r5wZyFHDXP
E00270,"Discovering the Tailwind: Why Your Exhaustion Might Be Wisdom, Not Weakness",Article,https://paragraph.com/@holonic-horizons/p/2,Holonic Horizons,Coordination & Governance,"burnout, capacity",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00271,The Exocortex Hypothesis: Part 2,Article,https://paragraph.com/@holonic-horizons/p/2,Holonic Horizons,Coordination & Governance,"exocortex, cognition",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00272,"Together, With Tension: Why Communities Need Social Architecture, Not Archipelagos",Article,https://paragraph.com/@holonic-horizons,Holonic Horizons,Coordination & Governance,community architecture,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00273,Emergent Strategy,Book,https://adriennemareebrown.net/book/emergent-strategy/,adrienne maree brown,"Culture, Narrative & Movement Building",movement building,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00275,The Cathedral and the Bazaar,Essay / book,https://mijowa.github.io/CatB/,Eric S. Raymond,"Culture, Narrative & Movement Building",open source,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00277,The Stack,Book / theory,https://www.the-stack.org/,Benjamin Bratton,"Culture, Narrative & Movement Building",platforms,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00283,Why You Need to Replace Your Purpose Statement With a Guiding Question,Article,https://conductal.medium.com/why-you-need-to-replace-your-purpose-statement-with-a-guiding-question-5b227e48353c,Conductal,"Culture, Narrative & Movement Building","purpose, inquiry",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00361,X Article lead - 1957225173163139072,Article / social longform,http://x.com/i/article/1957225173163139072,,"Ethereum, Web3 Infrastructure & Security","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @beast_ico: https://t.co/3LYn2b4fD1
E00362,X Article lead - 1957953922108129280,Article / social longform,http://x.com/i/article/1957953922108129280,,"Ethereum, Web3 Infrastructure & Security","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @binji_x: https://t.co/2AZkJU41fR
E00363,X Article lead - 1977810842063187968,Article / social longform,http://x.com/i/article/1977810842063187968,,"Ethereum, Web3 Infrastructure & Security","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Dionysus_Klima: https://t.co/eqM23hzK4T
E00364,X Article lead - 1977834660831858688,Article / social longform,http://x.com/i/article/1977834660831858688,,"Ethereum, Web3 Infrastructure & Security","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @0xEN0VA: https://t.co/OXof9xzL2D
E00365,X Article lead - 1985722081611292672,Article / social longform,http://x.com/i/article/1985722081611292672,,"Ethereum, Web3 Infrastructure & Security","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @hatsprotocol: https://t.co/tdEpqhNqJb
E00366,X Article lead - 1990944775617589249,Article / social longform,http://x.com/i/article/1990944775617589249,,"Ethereum, Web3 Infrastructure & Security","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @SilviProtocol: https://t.co/Nh3nHg1ZiH
E00367,X Article lead - 2006463754339602432,Article / social longform,http://x.com/i/article/2006463754339602432,,"Ethereum, Web3 Infrastructure & Security","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @BitRobotNetwork: https://t.co/HKEIpJpGFE
E00368,X Article lead - 2011074044246859776,Article / social longform,http://x.com/i/article/2011074044246859776,,"Ethereum, Web3 Infrastructure & Security","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @creptosolutions: https://t.co/ZkPftz5wx8
E00369,X Article lead - 2012571633639165952,Article / social longform,http://x.com/i/article/2012571633639165952,,"Ethereum, Web3 Infrastructure & Security","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @SelfProtocol: https://t.co/whK8iUWKKd
E00370,X Article lead - 2014755878034124800,Article / social longform,http://x.com/i/article/2014755878034124800,,"Ethereum, Web3 Infrastructure & Security","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @ethereum: https://t.co/SdX5l1KYQz
E00371,X Article lead - 2020808046247907329,Article / social longform,http://x.com/i/article/2020808046247907329,,"Ethereum, Web3 Infrastructure & Security","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @RohitMalekar: https://t.co/ZkERA6so2p
E00372,X Article lead - 2021261046170718208,Article / social longform,http://x.com/i/article/2021261046170718208,,"Ethereum, Web3 Infrastructure & Security","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @SacredProtocol: https://t.co/DQnr1uFfn4
E00373,X Article lead - 2029619828831703042,Article / social longform,http://x.com/i/article/2029619828831703042,,"Ethereum, Web3 Infrastructure & Security","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @ethereum: https://t.co/ma6kAcHZ6X
E00374,X Article lead - 2034304073302990848,Article / social longform,http://x.com/i/article/2034304073302990848,,"Ethereum, Web3 Infrastructure & Security","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @ethereum: https://t.co/rBdVW39Pbv
E00442,URL lead - greenpill.network,Book / publication,https://greenpill.network/#book,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted URL lead from Twitter archive. Context: Bunch of excellent books available for free on https://t.co/v1qHejZQJ0

🟢 Greenpilled: How Crypto Can Regenerate the World
💡 On-Chain Impact Networks
📔 Onchain Capital Allocation Handbooks
🤗 Ethereum Localism
🌿 Grassroots Economics
🍄 Exploring MyCoFI

And more!"
E00457,X Article lead - 1945509263171854336,Article / social longform,http://x.com/i/article/1945509263171854336,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @OctantApp: https://t.co/eL9J6hzfeZ
E00458,X Article lead - 1945880460216905728,Article / social longform,http://x.com/i/article/1945880460216905728,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @OctantApp: https://t.co/8CUlH9Yhoc
E00459,X Article lead - 1948017964315181056,Article / social longform,http://x.com/i/article/1948017964315181056,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @gitcoin: https://t.co/VhaFFGUFdQ
E00460,X Article lead - 1948777901974843392,Article / social longform,http://x.com/i/article/1948777901974843392,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @OctantApp: https://t.co/2TDwCZ5Q1Q
E00461,X Article lead - 1961059145945108480,Article / social longform,http://x.com/i/article/1961059145945108480,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @OctantApp: https://t.co/4KkZV2VUI7
E00462,X Article lead - 1967635695100649472,Article / social longform,http://x.com/i/article/1967635695100649472,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Giveth: https://t.co/oF9AOWw8Tj
E00463,X Article lead - 2002037480317452288,Article / social longform,http://x.com/i/article/2002037480317452288,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @renaissancing_: https://t.co/qFKt9RbW6w
E00464,X Article lead - 2010953482476666881,Article / social longform,http://x.com/i/article/2010953482476666881,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @arkreen_network: https://t.co/f7TPpgapzn
E00465,X Article lead - 2018690954031460352,Article / social longform,http://x.com/i/article/2018690954031460352,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @karmahq_: https://t.co/2bO4Y5hBPR
E00466,X Article lead - 2018729653586812929,Article / social longform,http://x.com/i/article/2018729653586812929,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Giveth: https://t.co/BUI0nLbybd
E00467,X Article lead - 2024192114951933954,Article / social longform,http://x.com/i/article/2024192114951933954,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @OctantApp: https://t.co/w5r7n3smED
E00468,X Article lead - 2029598096880291840,Article / social longform,http://x.com/i/article/2029598096880291840,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @karmahq_: https://t.co/o1eQRKJNk9
E00469,X Article lead - 2034664252145901568,Article / social longform,http://x.com/i/article/2034664252145901568,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @OctantApp: https://t.co/R4ngvC4QD9
E00470,X Article lead - 2036726641381056512,Article / social longform,http://x.com/i/article/2036726641381056512,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Giveth: https://t.co/P8n7UQNYHC
E00471,X Article lead - 2047094092711006208,Article / social longform,http://x.com/i/article/2047094092711006208,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @wmougayar: https://t.co/eIirQFDU0k
E00472,X Article lead - 2049245957695639552,Article / social longform,http://x.com/i/article/2049245957695639552,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @karmaticacid: https://t.co/KYtSMJxIoY
E00473,X Article lead - 2049537214158405632,Article / social longform,http://x.com/i/article/2049537214158405632,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @karmahq_: https://t.co/2qKE1XvmRb
E00474,X Article lead - 2059273350539857920,Article / social longform,http://x.com/i/article/2059273350539857920,,"Funding, Capital Flows & Public Goods","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @OctantApp: https://t.co/eLJ2ymUuU8
E00480,Raw URL lead - allo.capital,Book / publication,https://www.allo.capital/resources/grassroots-economics-book,,"Funding, Capital Flows & Public Goods","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00481,Raw URL lead - allo.capital,Book / publication,https://www.allo.capital/resources/ethereum-localism-book,,"Funding, Capital Flows & Public Goods","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,2,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00535,Data Feminism,Book,https://data-feminism.mitpress.mit.edu/,D’Ignazio & Klein,Knowledge Commons & Ontologies,data justice,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00538,How to Take Smart Notes,Book,https://takesmartnotes.com/,Sönke Ahrens,Knowledge Commons & Ontologies,PKM,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00542,Understanding Knowledge as a Commons,Book,https://mitpress.mit.edu/9780262083577/understanding-knowledge-as-a-commons/,Hess & Ostrom,Knowledge Commons & Ontologies,knowledge commons,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00547,Data Ecofeminism,Paper,https://arxiv.org/abs/2502.11086,Various,Knowledge Commons & Ontologies,"AI, ecology",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00548,Data Feminism for AI,Paper,https://arxiv.org/abs/2405.01286,Various,Knowledge Commons & Ontologies,"AI, data feminism",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00601,URL lead - 3ook.com,Book / publication,https://3ook.com/store/0xbef7ec8649fb96c8d78ea63d8dfeb40bc2a6eec4?ll_source=bookstore,,"Knowledge Commons, Ontology & Documentation","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted URL lead from Twitter archive. Context: RT @swiftevo1: @lurenbian @web3foxcn @mbauwens @P2P_Foundation @GCCofCommons 感謝 @lurenbian 老師的幫忙

簡中版
https://t.co/QQinB5ten2

繁中版
https://…"
E00613,URL lead - hub.regencoordination.xyz,Book / publication,https://hub.regencoordination.xyz/t/decleanup-network-base-app-launched-celo-in-testing-playbook-published-docs-live-heres-everything/394,,"Knowledge Commons, Ontology & Documentation","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted URL lead from Twitter archive. Context: RT @DeCleanupNet: hey gm everyone
posted some updates on @RegenCoordinate hub

https://t.co/swqOMZPgoX

dig in and leave some comments"
E00703,Asset-Based Community Development,Framework,https://www.abcdinstitute.org/,ABCD Institute,Participatory Research & Community Knowledge,community assets,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00704,Community Economies Institute,Research institute,https://www.communityeconomies.org/,CEI,Participatory Research & Community Knowledge,solidarity economy,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00705,Liberating Structures,Facilitation toolkit,https://www.liberatingstructures.com/,Liberating Structures,Participatory Research & Community Knowledge,facilitation,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00706,P2P Foundation Wiki,Wiki,https://wiki.p2pfoundation.net/,P2P Foundation,Participatory Research & Community Knowledge,peer production,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00707,Participatory Action Research,Method,https://participatoryactionresearch.sites.carleton.edu/,PAR community,Participatory Research & Community Knowledge,participatory research,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
